altogether	ˌɔːltəˈgeðə	ad.完全；总而言之	1			
aluminium	ˌæljuːˈminjəm	n.铝	1			
always	ˈɔːlweiz	ad.总是，一直；永远	3			
a.m		(缩)上午，午前	2			
amaze	əˈmeiz	vt.使惊奇，使惊愕	1			
ambition	æmˈbi∫ən	n.雄心，抱负，野心	1			
ambulance	ˈæmbjuləns	n.救护车；野战医院	1			
america	əˈmerikə	n.美洲；美国	3			
american	əˈmerikən	a.美洲的 n.美国人	3			
among	əˈmʌŋ	prep.在…之中	3			
amongst	əˈmʌŋst	prep 在…之中(=among)	2			
amount	əˈmaunt	n.总数；数量；和	2			
ampere	ˈæmpiər	n.安培	1			
amplify	ˈæmplifai	vt.放大，增强；扩大	1			
amuse	əˈmjuːz	vt.逗…乐；给…娱乐	1			
analyse	ˈænəlaiz	vt.分析，分解，解析	1			
analysis	əˈnælisis	n.分析，分解，解析	1			
ancestor	ˈænsistə	n.祖宗，祖先	1	ced		
anchor	ˈæŋkə	n.锚 vi.抛锚，停泊	1			
ancient	ˈein∫ənt	a.古代的，古老的	1			
and	ænd	conj.和，又，并，则	3			
angel	ˈeindʒəl	n.天使，神差，安琪儿	1			
anger	ˈæŋgə	n.怒，愤怒 vt.使发怒	2			
angle	ˈæŋgl	n.角，角度	1			
angry	ˈæŋgri	a.愤怒的，生气的	3			
animal	ˈæniməl	n.动物，兽 a.动物的	3	anim		
ankle	ˈæŋkl	n.踝，踝节部	1			
announce	əˈnauns	vt.宣布，宣告，发表	1	nounc		
announcer	əˈnaunsə	n.宣告者；播音员	1	nounc		
annoy	əˈnɔi	vt.使恼怒；打搅	1			
annual	ˈænjuəl	a.每年的 n.年报	1	ann		
another	əˈnʌðə	a.再一个的；别的	3			
answer	ˈɑːnsə	vt.回答；响应；适应	3			
ant	ænt	n.蚂蚁	3			
anticipate	ænˈtisipeit	vt.预料，预期，期望	1	cap		
anxiety	æŋˈzaiəti	n.焦虑，忧虑；渴望	1			
anxious	ˈæŋk∫əs	a.忧虑的；渴望的	1			
any	ˈeni	a.什么，一些；任何的	3			
anybody	ˈeniˌbɔdi	prep.任何人	3			
anyhow	ˈenihau	ad.无论如何	2			
anyone	ˈeniwʌn	pron.任何人	3			
anything	ˈeniθiŋ	pron.任何事物；一切	3			
anyway	ˈeniwei	ad.无论如何	2			
anywhere	ˈeniweə	ad.在什么地方	3			
apart	əˈpɑːt	ad.相隔；分开；除去	3	part		
apartment	əˈpɑːtmənt	n.一套公寓房间	3	part		
apologize	əˈpɔlədʒaiz	vi.道歉，谢罪，认错	3	log		
apology	əˈpɔlədʒi	n.道歉，认错，谢罪	3	log		
apparatus	ˌæpəˈreitəs	n.器械，仪器；器官	1	par		
apparent	əˈpærənt	a.表面上的；明显的	2	par		
appeal	əˈpiːl	vi.&n.呼吁；申述	2			
appear	əˈpiə	vi.出现；来到；似乎	3	par		
appearance	əˈpiərəns	n.出现，来到；外观	2	par		
appetite	ˈæpitait	n.食欲，胃口；欲望	2	pet		
apple	ˈæpl	n.苹果，苹果树	3			
appliance	əˈplaiəns	n.用具，器具，器械	1	plic		
applicable	ˈæplikəbl	a.能应用的；适当的	1	plic		
application	ˌæpliˈkei∫ən	n.请求，申请；施用	2	plic		
apply	əˈplai	vt.应用，实施，使用	2	plic		
appoint	əˈpɔint	vt.任命，委任；约定	2			
appointment	əˈpɔintmənt	n.任命;约定,约会	2			
appreciate	əˈpriː∫ieit	vt.欣赏；领会；感谢	2	grat		
approach	əˈprəut∫	vt.向…靠近 n.靠近	2			
appropriate	əˈprəupriit	a.适当的，恰当的	2	propri		
approval	əˈpruːvəl	n.赞成，同意；批准	2	prob		
approve	əˈpruːv	vt.赞成，称许；批准	2	prob		
approximate	əˈprɔksimeit	a.近似的 vt.近似	1			
approximately	əprɔksiˈmətli	ad.近似地，大约	1			
april	ˈeiprəl	n.四月	3			
arabian	əˈreibjən	a.阿拉伯的	3			
arbitrary	ˈɑːbitrəri	a.随心所欲的；专断的	1			
architecture	ˈɑːkitekt∫ə	n.建筑学；建筑式样	1	arch	arch,tect	arch(首领)+tect(覆盖)，建筑师即首领之匠
area	ˈeəriə	n.面积；地区；领域	3			
argue	ˈɑːgjuː	vi.争论，争辩，辩论	2			
argument	ˈɑːgjumənt	n.争论，辩论；理由	2			
arise	əˈraiz	vi.出现；由…引起	2			
arithmetic	əˈriθmətik	n.算术，四则运算	1			
arm	ɑːm	n.臂；臂状物；武器	3			
army	ˈɑːmi	n.军队；陆军	3			
around	əˈraund	prep.在…周围	3			
arouse	əˈrauz	vt.引起，唤起；唤醒	2			
arrange	əˈreindʒ	vt.筹备；整理；调解	2			
arrangement	əˈreindʒmənt	n.整理,排列;安排	2			
arrest	əˈrest	vt.逮捕，拘留；阻止	2			
arrival	əˈraivəl	n.到达；到来；到达者	2			
arrive	əˈraiv	vi.到达；来临；达到	2			
arrow	ˈærəu	n.箭；箭状物	3			
art	ɑːt	n.艺术，美术；技术	3			
article	ˈɑːtikl	n.文章；条款；物品	3			
artificial	ˌɑːtiˈfi∫əl	a.人工的；娇揉造作的	1	fac		
artist	ˈɑːtist	n.艺术家，美术家	3			
artistic	ɑːˈtistik	a.艺术的；艺术家的	3			
as	æz	conj.当…的时候	3			
ash	æ∫	n.灰，灰末；骨灰	3			
ashamed	əˈ∫eimd	a.惭愧(的)；羞耻(的)	3			
asia	ˈei∫ə	n.亚洲	3			
asian	ˈei∫ən	a.亚洲的 n.亚洲人	3			
aside	əˈsaid	ad.在旁边，到旁边	3			
ask	ɑːsk	vt.问；要求；邀请	3			
asleep	əˈsliːp	a.睡着的，睡熟的	3			
aspect	ˈæspekt	n.方面；样子，外表	1	spec		
assemble	əˈsembl	vt.集合，召集；装配	1	sembl		
assembly	əˈsembli	n.集合；集会；装配	1	sembl		
assess	əˈses	vt.对(财产等)估价	1	sed		
assign	əˈsain	vt.指派；分配；指定	2	sign		
assignment	əˈsainmənt	n.任务，指定的作业	2	sign		
assist	əˈsist	vt.援助，帮助；搀扶	2	sist		
assistant	əˈsistənt	n.助手，助理；助教	2	sist		
associate	əˈsəu∫ieit	vi.交往 n.伙伴，同事	2	soci		
association	əˌsəusiˈei∫ən	n.协会,团体；联合	2	soci		
assume	əˈsjuːm	vt.假定；承担；呈现	2	sum		
assure	əˈ∫uə	vt.使确信；向…保证	1			
astonish	əsˈtɔni∫	vt.使惊讶，使吃惊	1			
astronaut	ˈæstrənɔːt	n.宇宙航行员，宇航员	1	astro	astro,nav	astro(星)+nav(船)，驾船航星的人
at	æt	prep.在…里；在…时	3			
athlete	ˈæθliːt	n.运动员；田径运动员	1			
atlantic	ətˈlæntik	a.大西洋的 n.大西洋	2			
atmosphere	ˈætməsfiə	n.大气；空气；气氛	2			
atmospheric	ˌætməsˈferik	a.大气的;大气层的	2			
atom	ˈætəm	n.原子；微粒；微量	2			
atomic	əˈtɔmik	a.原子的；原子能的	2			
attach	əˈtæt∫	vt.缚，系，贴；附加	2			
attack	əˈtæk	vt.&vi.&n.攻击，进攻	2			
attain	əˈtein	vt.达到，获得，完成	2	tain		
attempt	əˈtempt	vt.尝试，试图 n.企图	2			
attend	əˈtend	vt.出席；照顾，护理	2	tend		
attention	əˈten∫ən	n.注意，留心；注意力	2	tend		
attentive	əˈtentiv	a.注意的；有礼貌的	2	tend		
attitude	ˈætitjuːd	n.态度，看法；姿势	2			
attract	əˈtrækt	vt.吸引；引起，诱惑	2	tract		
attraction	əˈtræk∫ən	n.吸引；吸引力；引力	2	tract		
attractive	əˈtræktiv	a.有吸引力的	2	tract		
attribute	əˈtribju(ː)t	vt.把…归因于 n.属性	2	trib		
audience	ˈɔːdjəns	n.听众，观众，读者	2			
august	ˈɔːgəst	n.八月	3			
aunt	ɑːnt	n.伯母，婶母，姑母	3			
aural	ˈɔːrəl	a.耳的，听觉的	1			
australia	ɔsˈtreiljə	n.澳大利亚	3			
australian	ɔsˈtreiliən	a.澳大利亚的	3			
author	ˈɔːθə	n.作者，作家	2			
authority	ɔːˈθɔriti	n.当局，官方；权力	2			
auto	ˈɔːtəu	n.(口语)汽车	1	auto		
automatic	ˌɔːtəˈmætik	a.自动的；机械的	1	auto		
automation	ɔːtəˈmei∫ən	n.自动，自动化	1	auto		
automobile	ˌɔːtəˈməubil	n.汽车，机动车	1	auto	auto,mob	auto(自己)+mob(移动)，自己会动的车
autumn	ˈɔːtəm	n.秋，秋季	3			
auxiliary	ɔːgˈziljəri	a.辅助的；附属的	1			
available	əˈveiləbl	a.可利用的；通用的	2	val		
avenue	ˈævinjuː	n.林荫道，道路；大街	2	ven		
average	ˈævəridʒ	n.平均数 a.平均的	2			
aviation	ˌeiviˈei∫ən	n.航空，航空学	1			
avoid	əˈvɔid	vt.避免，躲开；撤消	2			
await	əˈweit	vt.等候，期待	2			
awake	əˈweik	a.醒着的 vt.唤醒	3			
award	əˈwɔːd	n.奖，奖品；判定	2			
aware	əˈweə	a.知道的，意识到的	3			
away	əˈwei	ad.离开，远离；…去	3			
awful	ˈɔːful	a.令人不愉快的	3			
awfully	ˈɔːfuli	ad.令人畏惧的；很	3			
awkward	ˈɔːkwəd	a.笨拙的；尴尬的	1			
ax	æks	n.斧子	3			
axis	ˈæksis	n.轴，轴线；中心线	1			
baby	ˈbeibi	n.婴儿；孩子气的人	3			
back	bæk	ad.在后；回原处；回	3			
background	ˈbækgraund	n.背景，后景，经历	3			
backward	ˈbækwəd	a.向后的；倒的 ad.倒	3			
bacteria	bækˈtiəriə	n.细菌	1			
bad	bæd	a.坏的，恶的；严重的	3			
badly	ˈbædli	ad.坏，差；严重地	3			
badminton	ˈbædmintən	n.羽毛球	2			
bag	bæg	n.袋，包，钱包，背包	3			
baggage	ˈbægidʒ	n.行李	2			
bake	beik	vt.烤，烘，焙；烧硬	3			
balance	ˈbæləns	vt.使平衡；称 n.天平	2			
ball	bɔːl	n.球，球状物；舞会	3			
balloon	bəˈluːn	n.气球，玩具气球	2			
banana	bəˈnɑːnə	n.香蕉；芭蕉属植物	3			
band	bænd	n.乐队；带；波段	3			
bang	bæŋ	n.巨响，枪声；猛击	3			
bank	bæŋk	n.银行；库；岩，堤	3			
banner	ˈbænə	n.旗，旗帜，横幅	2			
bar	bɑː(r)	n.酒吧间；条，杆；栅	3			
barber	ˈbɑːbə	n.理发师	2			
bare	beə	a.赤裸的；仅仅的	2			
bargain	ˈbɑːgin	n.交易 vi.议价；成交	2			
bark	bɑːk	n.吠叫声 vi.吠，叫	3			
barn	bɑːn	n.谷仓；牲口棚	1			
barrel	ˈbærəl	n.桶；圆筒；枪管	2			
barrier	ˈbæriə	n.栅栏，屏障；障碍	2			
base	beis	n.基础，底层；基地	2			
basic	ˈbeisik	a.基本的，基础的	2			
basically	ˈbeisikəli	ad.基本上	2			
basin	ˈbeisn	n.盆，洗脸盆；盆地	3			
basis	ˈbeisis	n.基础，根据	2			
basket	bɑːskit	n.篮，篓，筐	3			
basketball	ˈbɑːskitbɔːl	n.篮球；篮球运动	3			
bat	bæt	n.球拍；短棍；蝙蝠	3			
bath	bɑːθ	n.浴，洗澡；浴缸	3			
bathe	beið	vt.给…洗澡；弄湿	3			
bathroom	ˈbɑːθruːm	n.浴室；盥洗室	3			
battery	ˈbætəri	n.电池；一套，一组	2			
battle	ˈbætl	n.战役；斗争 vi.作战	3			
bay	bei	n.湾；山脉中的凹处	2			
B.C		. (缩)公元前	3			
be	biː	aux.v.&vi.是，在，做	3			
beach	biːt∫	n.海滩，湖滩，河滩	3			
beam	biːm	n.梁；横梁；束，柱	2			
bean	biːn	n.豆，蚕豆	3			
bear	beə	n.熊；粗鲁的人	3			
beard	biəd	n.胡须，络腮胡子	2			
beast	biːst	n.兽，野兽；牲畜	2			
beat	biːt	vt.&vi.打，敲；打败	3			
beautiful	ˈbjuːtəful	a.美的，美丽的	3			
beauty	ˈbjuːti	n.美，美丽；美人	2			
because	biˈkɔz	conj.由于，因为	3			
become	biˈkʌm	vi.变成；成为，变得	3			
bed	bed	n.床，床位；圃；河床	3			
bee	biː	n.蜂，密蜂；忙碌的人	3			
beef	biːf	n.牛肉；菜牛	3			
beer	biə	n.啤酒	3			
before	biˈfɔː	prep.在…以前；向…	3			
beg	beg	vt.&vi.乞求；请求	2			
beggar	ˈbegə	n.乞丐，穷人	2			
begin	biˈgin	vi.开始 vt.开始	3			
beginner	biˈginə	n.初学者，生手	3			
beginning	biˈginiŋ	n.开始，开端；起源	3			
behalf	biˈhɑːf	n.利益，维护，支持	1			
behave	biˈheiv	vi.表现，举止；运转	2			
behavior	biˈheivjə	n.行为，举止，态度	2			
behind	biˈhaind	prep.在…后面	3			
being	ˈbiːiŋ	n.存在；生物；生命	2			
belief	biˈliːf	n.信任，相信；信念	2			
believe	biˈliːv	vt.相信；认为	3			
bell	bel	n.钟，铃，门铃；钟声	3			
belong	biˈlɔŋ	vi.属于，附属	3			
beloved	biˈlʌvid	a.为…的爱的 n.爱人	1			
below	biˈləu	prep.在…下面(以下)	3			
belt	belt	n.带，腰带；皮带；区	3			
bench	bent∫	n.长凳，条凳；工作台	3			
bend	bend	vt.使弯曲 vi.弯曲	2			
beneath	biˈniːθ	prep.在…下方	2			
beneficial	beniˈfi∫əl	a.有利的，有益的	1	fac		
benefit	ˈbenifit	n.利益；恩惠；津贴	2	fac		
berry	ˈberi	n.浆果(如草莓等)	2			
beside	biˈsaid	prep.在…旁边	3			
besides	biˈsaidz	ad.而且 prep.除…之外	3			
best	best	a.最好的；最大的	3			
bet	bet	vt.&vi.&n.打赌	2			
betray	biˈtrei	vt.背叛；辜负；泄漏	1			
better	ˈbetə	a.较好的 ad.更好地	3			
between	biˈtwiːn	prep.在…中间	3			
beyond	biˈjɔnd	prep.在…的那边	3			
Bible	ˈbaibl	n.基督教《圣经》	2	bibli		
bicycle	ˈbaisikl	n.自行车，脚踏车	3	circ		
big	big	a.大的，巨大的	3			
bike	baik	n.自行车 vi.骑自行车	3			
bill	bil	n.账单；招贴；票据	2			
billion	ˈbiljən	num.万亿(英)	3			
bind	baind	vt.捆绑；包扎；装钉	2			
biology	baiˈɔlədʒi	n.生物学；生态学	2	bio	bio,log	bio(生命)+log(学科)，研究生命的学科
bird	bəːd	n.鸟，禽	3			
birth	bəːθ	n.分娩，出生；出身	3			
birthday	ˈbəːθdei	n.生日，诞生的日期	3			
biscuit	ˈbiskit	n.(英)饼干；(美)软饼	2			
bit	bit	n.一点，一些，小片	3			
bite	bait	vt.咬，叮，螫；剌穿	3			
bitter	ˈbitə	a.痛苦的；严寒的	2			
bitterly	ˈbitəli	ad.苦苦地；悲痛地	2			
black	blæk	a.黑色的；黑暗的	3			
blackboard	ˈblækbɔːd	n.黑板	3			
blade	bleid	n.刀刃，刀片；叶片	2			
blame	bleim	vt.责备，把…归咎于	2			
blank	blæŋk	a.空白的 n.空白	2			
blanket	ˈblæŋkit	n.毛毯，毯子，羊毛毯	2			
blast	blɑːst	n.爆炸，冲击波 vt.炸	1			
blaze	bleiz	n.火；闪光 vi.燃烧	1			
bleed	bliːd	vi.出血，流血；泌脂	2			
blend	blend	vt.&vi.&n.混和	2			
bless	bles	vt.为…祝福	2			
blind	blaind	a.瞎的；盲目的	3			
block	blɔk	n.街区 vt.堵塞，拦阻	3			
blood	blʌd	n.血，血液；血统	3			
bloom	bluːm	n.花；开花，开花期	2			
blossom	ˈblɔsəm	n.花，开花 vi.开花	2			
blow	bləu	vi.吹，吹动；吹响	3			
blue	bluː	a.蓝色的 n.蓝色	3			
board	bɔːd	n.板 vt.上(船、车等)	3			
boast	bəust	vi.自夸 vt.吹嘘	1			
boat	bəut	n.小船，艇；渔船	3			
body	ˈbɔdi	n.身体；主体；尸体	3			
boil	bɔil	vi.沸腾；汽化 vt.煮沸	3			
bold	bəuld	a.大胆的；冒失的	2			
bolt	bəult	n.螺栓；插销 vt.闩门	1			
bomb	bɔm	n.炸弹 vt.轰炸	2			
bond	bɔnd	n.联结，联系；公债	2			
bone	bəun	n.骨，骨骼	3			
book	buk	n.书，书籍 vt.预定	3			
boot	buːt	n.靴子，长统靴	3			
booth	buːθ	n.货摊；公用电话亭	1			
border	ˈbɔːdə	n.边，边缘；边界	2			
bore	bɔː	vt.使厌烦；钻，挖	1			
born	bɔːn	a.天生的；出生的	3			
borrow	ˈbɔrəu	vt.借，借用，借人	3			
bosom	ˈbuzəm	n.胸，胸部；内心	1			
boss	bɔs	n.老板，上司 vt.指挥	3			
both	bəuθ	pron.两者(都)	3			
bother	ˈbɔðə	vt.烦扰，迷惑 n.麻烦	2			
bottle	ˈbɔtl	n.瓶，酒瓶；一瓶	3			
bottom	ˈbɔtəm	n.底，底部，根基	3			
bough	bau	n.树枝	1			
bounce	bauns	vi.反跳，弹起；跳起	1			
bound	baund	a.一定的；有义务的	2			
boundary	ˈbaundəri	n.分界线，办界	2			
bow	bau	n.弓；蝴蝶结；鞠躬	2			
bowl	bəul	n.碗，钵；碗状物	3			
box	bɔks	n.箱，盒；包箱	3			
boy	bɔi	n.男孩，少年；家伙	3			
brain	brein	n.脑，脑髓；脑力	3			
brake	breik	n.闸，刹车 vi.制动	2			
branch	brɑːnt∫	n.树枝；分部；分科	3			
brand	brænd	n.商品；烙印 vt.铭刻	2			
brandy	ˈbrændi	n.白兰地酒	1			
brass	brɑːs	n.黄铜；黄铜器	1			
brave	breiv	a.勇敢的，华丽的	2			
bread	bred	n.面包；食物，粮食	3			
breadth	bredθ	n.宽度，幅度；幅面	1			
break	breik	vt.打破；损坏；破坏	3			
breakfast	ˈbrekfəst	n.早饭，早餐	3			
breast	brest	n.乳房；胸脯，胸膛	2			
breath	breθ	n.气息，呼吸；气味	3			
breathe	briːð	vi.呼吸 vt.呼吸	3			
breed	briːd	n.品种 vt.使繁殖	2			
breeze	briːz	n.微风，和风	1			
brick	brik	n.砖，砖块；砖状物	2			
bridge	bridʒ	n.桥，桥梁；桥牌	3			
brief	briːf	a.简短的；短暂的	2	brev		
bright	brait	a.明亮的；聪明的	3			
brighten	ˈbraitn	vt.使发光；使快活	2			
brilliant	ˈbriljənt	a.光辉的；卓越的	2			
brim	brim	n.边，边缘；帽沿	1			
bring	briŋ	vt.带来；引出；促使	3			
brisk	brisk	a.活泼的；清新的	1			
bristle	ˈbrisl	n.短而硬的毛；鬃毛	1			
Britain	ˈbritən	n.不列颠，英国	2			
British	ˈbriti∫	a.不列颠的，英联邦的	2			
brittle	ˈbritl	a.脆的；易损坏的	1			
broad	brɔːd	a.宽的，阔的；广泛的	3			
broadcast	ˈbrɔːdkɑːst	n.广播，播音	2			
broken	ˈbrəukən	a.被打碎的，骨折的	2			
bronze	brɔnz	n.青铜；青铜制品	1			
brood	bruːd	n.同窝幼鸟 vt.孵(蛋)	1			
brook	bruk	n.小河，溪流	1			
broom	bruːm	n.扫帚	2			
brother	ˈbrʌðə	n.兄弟；同事，同胞	3			
brow	brau	n.额；眉，眉毛	1			
brown	braun	n.褐色，棕色	3			
bruise	bruːz	n.青肿，伤痕；擦伤	1			
brush	brʌ∫	n.刷子，毛刷；画笔	3			
brute	bruːt	n.禽兽，畜生	1			
bubble	ˈbʌbl	n.泡 vi.冒泡，沸腾	2			
bucket	ˈbʌkit	n.水桶；吊桶；铲斗	3			
bud	bʌd	n.芽，萌芽；蓓蕾	1			
build	bild	vt.建筑；建立；创立	3			
building	ˈbildiŋ	n.建筑物，大楼；建筑	3			
bulb	bʌlb	n.电灯泡；球状物	1			
bulk	bʌlk	n.物体，容积，大批	1			
bull	bul	n.公牛；雄的象	2			
bullet	ˈbulit	n.枪弹，子弹，弹丸	2			
bunch	bʌnt∫	n.束，球，串；一群	2			
bundle	ˈbʌndl	n.捆，包，束；包袱	2			
burden	ˈbəːdn	n.担子，重担；装载量	2			
bureau	bjuəˈrəu	n.局，司，处；社，所	1			
burn	bəːn	vi.烧，燃烧 n.烧伤	3			
burst	bəːst	vt.使爆裂 vi.&n.爆炸	2			
bury	ˈberi	vt.埋葬，葬；埋藏	2			
bus	bʌs	n.公共汽车	3			
bush	bu∫	n.灌木，灌木丛，矮树	3			
business	ˈbiznis	n.商业，生意；事务	3			
busy	ˈbizi	a.忙的，繁忙的	3			
but	bʌt	conj.但是，可是	3			
butcher	ˈbut∫ə	n.屠夫；屠杀者	2			
butter	ˈbʌtə	n.黄油；奶油	3			
butterfly	ˈbʌtəflai	n.蝴蝶	3			
